price,unit,location,bedrooms,baths,state
"₦8,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦13,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",12,12,
"₦4,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦2,200,000",per Year," Maitama, Municipal Area Council, Federal Capital Territory State ",1,1,
"₦3,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦15,000,000",per Year," Maitama, Municipal Area Council, Federal Capital Territory State ",7,7,
"₦900,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦1,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦2,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦3,600,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦7,500,000",per Year," Maitama, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦2,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦2,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦950,000",per Year," Kusafe, Municipal Area Council, Federal Capital Territory State ",1,1,
"₦1,950,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦800,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦4,000,000",per Year," Asokoro, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦3,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦1,200,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦10,000,000",per Year," Maitama, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦900,000",per Year," Kaduna South, Kaduna State ",3,3,
"₦300,000",per Year," Chikun, Kaduna State ",2,2,
"₦700,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦300,000",per Year," Chikun, Kaduna State ",2,2,
"₦380,000",per Year," Chikun, Kaduna State ",2,2,
"₦17,000,000",per Year," Kaduna South, Kaduna State ",,,
"₦1,200,000",per Year," Kaura, Kaduna State ",,,
"₦650,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦600,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦1,500,000",per Year," Enugu, Enugu North, Enugu State ",10 br,10 br,
"₦135,000",per Year," Enugu, Enugu North, Enugu State ",1,1,
"₦260,000",per Year," Chikun, Kaduna State ",3,3,
"₦150,000",per Year," Kaduna South, Kaduna State ",1,1,
"₦250,000",per Year," Kaduna South, Kaduna State ",1,1,
"₦550,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦800,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦400,000",per Year," Enugu, Enugu North, Enugu State ",2,2,
"₦300,000",per Year," Chikun, Kaduna State ",2,2,
"₦250,000",per Year," Kaduna, Kaduna North, Kaduna State ",,,
,per Year," Kaduna, Kaduna North, Kaduna State ",,,
,per Year," Kaduna, Kaduna North, Kaduna State ",,,
"₦450,000",per Year," Enugu, Enugu North, Enugu State ",1 br,1 br,
"₦350,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦650,000",per Year," Enugu, Enugu North, Enugu State ",4,4,
,per Year," Kaduna, Kaduna North, Kaduna State ",,,
,per Year," Kaduna South, Kaduna State ",,,
"₦200,000",per Year," Kaduna South, Kaduna State ",2,2,
,per Year," Kaduna, Kaduna North, Kaduna State ",3,3,
"₦1,600,000",per Year," Enugu, Enugu North, Enugu State ",5,5,
"₦600,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦18,000,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
,per Year," Kaduna, Kaduna North, Kaduna State ",2,2,
,per Year," Kaduna, Kaduna North, Kaduna State ",,,
"₦3,500,000",per Year," Kaura, Kaduna State ",3,3,
"₦2,500,000",per Year," Kaura, Kaduna State ",3,3,
"₦250,000",per Year," Enugu, Enugu North, Enugu State ",1,1,
"₦25,000",per Year," Uzo-Uwani, Enugu State ",1 br,1 br,
"₦450,000",per Year," Enugu, Enugu North, Enugu State ",,,
,per Year," Enugu, Enugu North, Enugu State ",,,
"₦2,500,000",per Year," Kaura, Kaduna State ",4,4,
"₦1,200,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",2,2,
"₦1,700,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",3,3,
,per Year," Enugu, Enugu North, Enugu State ",,,
"₦800,000",per Year," Enugu, Enugu North, Enugu State ",3,3,
"₦4,000,000",per Year," Emene, Enugu East, Enugu State ",2 br,2 br,
,per Year," Emene, Enugu East, Enugu State ",1 br,1 br,
"₦2,200,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",3,3,
"₦2,000,000",per Year," Enugu, Enugu North, Enugu State ",2 br,2 br,
"₦1,100,000",per Year," Emene, Enugu East, Enugu State ",1 br,1 br,
"₦2,000,000",per Year," Ilorin, Ilorin East, Kwara State ",7,7,
"₦250,000",per Year," Ilorin, Ilorin East, Kwara State ",2,2,
"₦1,200,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦12,000,000",per Year," Onikoyi, Asa, Kwara State ",3,3,
"₦125,000",per Year," Ilorin East, Kwara State ",1,1,
"₦800,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦4,000,000",per Year," Ilorin West, Kwara State ",3,3,
"₦400,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦800,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦4,500,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦2,700,000",per Year," Ogudu, Edu, Kwara State ",4,4,
"₦850,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦350,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦1,200,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦700,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦400,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦700,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦400,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦3,000,000",per Year," Ogudu, Edu, Kwara State ",4,4,
"₦400,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦1,200,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦6,500,000",per Year," Onikoyi, Asa, Kwara State ",4,4,
"₦15,000,000",per Year," Onikoyi, Asa, Kwara State ",5,5,
"₦400,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦2,999,999",per Year," Ogudu, Edu, Kwara State ",5,5,
"₦1,300,000",per Year," Lekki, Ibeju Lekki, Lagos State ",1,1,
"₦3,600,000",per Year," Victoria Island, Eti Osa, Lagos State ",,,
"₦150,000",per Year," Ikorodu, Lagos State ",1,1,
"₦300,000",per Year," Ikotun, Alimosho, Lagos State ",2,2,
,per Year," Yaba, Lagos Mainland, Lagos State ",4,4,
,per Year," Oshodi/Isolo, Lagos State ",,,
"₦2,500,000",per Year," Victoria Island, Eti Osa, Lagos State ",2,2,
"₦500,000",per Year," Ipaja, Alimosho, Lagos State ",2,2,
"₦650,000",per Year," Alimosho, Lagos State ",2,2,
"₦1,300,000",per Year," Alimosho, Lagos State ",4,4,
"₦800,000",per Year," Oshodi/Isolo, Lagos State ",2,2,
,per Year," Oshodi/Isolo, Lagos State ",,,
"₦6,000,000",per Year," Lagos, Lagos Island, Lagos State ",2,2,
"₦10,000,000",per Year," Lagos, Lagos Island, Lagos State ",5,5,
"₦6,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",6,6,
"₦6,500,000",per Year," Banana Island, Eti Osa, Lagos State ",3,3,
"₦2,500,000",per Year," Surulere, Mushin, Lagos State ",3,3,
"₦4,000,000",per Year," Victoria Island, Eti Osa, Lagos State ",3,3,
"₦1,000,000",per Year," Alimosho, Lagos State ",3,3,
"₦9,000,000",per Year," Lagos, Lagos Island, Lagos State ",3,3,
"₦2,500,000",per Year," Lekki, Ibeju Lekki, Lagos State ",1,1,
"₦3,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦1,700,000",per Year," Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦7,500,000",per Year," Banana Island, Eti Osa, Lagos State ",3,3,
"₦3,500,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦420,000",per Year," Owerri, Owerri Municipal, Imo State ",2,2,
"₦840,000",per Year," Owerri, Owerri Municipal, Imo State ",2,2,
,per Year," Owerri, Owerri Municipal, Imo State ",4,4,
"₦420,000",per Year," Owerri, Owerri Municipal, Imo State ",1,1,
"₦350,000",per Year," Owerri, Owerri Municipal, Imo State ",3,3,
"₦3,000,000",per Year," Owerri, Owerri Municipal, Imo State ",5,5,
"₦300,000",per Year," Owerri, Owerri Municipal, Imo State ",3,3,
"₦550,000",per Year," Owerri, Owerri Municipal, Imo State ",1,1,
"₦3,000,000",per Year," Owerri, Owerri Municipal, Imo State ",5,5,
"₦300,000",per Year," Owerri, Owerri Municipal, Imo State ",3,3,
"₦400,000",per Year," Owerri, Owerri Municipal, Imo State ",,,
"₦300,000",per Year," Owerri, Owerri Municipal, Imo State ",3,3,
"₦500,000",per Year," Owerri, Owerri Municipal, Imo State ",,,
"₦300,000",per Year," Owerri, Owerri Municipal, Imo State ",,,
"₦450,000",per Year," Owerri, Owerri Municipal, Imo State ",,,
"₦500,000",per Year," Owerri, Owerri Municipal, Imo State ",3,3,
"₦450,000",per Year," Owerri, Owerri Municipal, Imo State ",2,2,
"₦420,000",per Year," Owerri, Owerri Municipal, Imo State ",2,2,
"₦420,000",per Year," Owerri, Owerri Municipal, Imo State ",1 br,1 br,
"₦5,500,000",per Year," Uhunmwonde, Edo State ",5,5,
"₦130,000",per Year," Oredo, Edo State ",2,2,
"₦130,000",per Year," Oredo, Edo State ",2,2,
"₦300,000",per Year," Oredo, Edo State ",3,3,
"₦8,000,000",per Year," Benin City, Oredo, Edo State ",5 br,5 br,
"₦200,000",per Year, Edo State ,1,1,
"₦250,000",per Year," Oredo, Edo State ",2,2,
"₦3,500,000",per Year," Benin City, Oredo, Edo State ",18,18,
"₦150,000",per Year," Benin City, Oredo, Edo State ",,,
"₦550,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦300,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦15,000,000",per Year," Benin City, Oredo, Edo State ",5 br,5 br,
"₦450,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦300,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦600,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦450,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦150,000",per Year," Benin City, Oredo, Edo State ",1,1,
"₦300,000",per Year," Benin City, Oredo, Edo State ",2,2,
"₦450,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦400,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦450,000",per Year," Benin City, Oredo, Edo State ",2,2,
"₦700,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦400,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦150,000",per Year," Benin City, Oredo, Edo State ",2,2,
"₦400,000",per Year," Benin City, Oredo, Edo State ",3,3,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦350,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦350,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦300,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦450,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦300,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦1,400,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦399,999",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦120,000",per Year," Egbe, Alimosho, Lagos State ",1,1,
"₦500,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦500,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦500,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦230,000",per Year," Egbe, Alimosho, Lagos State ",1,1,
"₦400,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦450,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦250,000",per Year," Egbe, Alimosho, Lagos State ",2,2,
"₦500,000",per Year," Egbe, Alimosho, Lagos State ",3,3,
"₦350,000",per Year," Egbe, Alimosho, Lagos State ",2 br,2 br,
"₦450,000",per Year," Warri, Warri South, Delta State ",2,2,
"₦530,000",per Year," Warri, Warri South, Delta State ",3,3,
"₦260,000",per Year, Delta State ,1,1,
"₦180,000",per Year," Ughelli North, Delta State ",2,2,
"₦15,000,000",per Year," Ethiope East, Delta State ",,,
"₦2,500,000",per Year," Effurun, Uvwie, Delta State ",,,
"₦600,000",per Year," Warri, Warri South, Delta State ",,,
"₦2,000,000",per Year," It's located in Asaba, Ogoja, Cross River State ",4,4,
"₦2,000,000",per Year," It's located in Asaba, Ogoja, Cross River State ",4,4,
,per Year," It's located in Banana Island, Eti Osa, Lagos State ",5,5,
"₦600,000",per Year," Yaba, Lagos Mainland, Lagos State ",2,2,
"₦800,000",per Year," It's located in Asaba, Ogoja, Cross River State ",3,3,
"₦1,800,000",per Year," Yaba, Lagos Mainland, Lagos State ",,,
"₦300,000",per Year," Yaba, Lagos Mainland, Lagos State ",1,1,
"₦600,000",per Year," It's located in Oshodi/Isolo, Lagos State ",3,3,
"₦800,000",per Year," It's located in Asaba, Ogoja, Cross River State ",3,3,
"₦280,000",per Year," It's located in Asaba, Ogoja, Cross River State ",3,3,
"₦7,500,000",per Year," It's located in Maitama, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦4,000,000",per Year," It's located in Camp, Guma, Benue State ",4,4,
"₦3,500,000",per Year," It's located in Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦180,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
,per Year," It's located in Ogun, Odeda, Ogun State ",,,
"₦1,100,000",per Year," It's located in Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦40,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
"₦300,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
"₦200,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
"₦240,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
"₦450,000",per Year," It's located in Ibeju Lekki, Lagos State ",,,
"₦8,000,000",per Year," It's located in Lekki, Ibeju Lekki, Lagos State ",5,5,
,per Year," It's located in Lekki, Ibeju Lekki, Lagos State ",5,5,
"₦7,500,000",per Year," It's located in Lagos, Lagos Island, Lagos State ",3,3,
"₦3,000,000",per Year," It's located in Ikeja, Lagos State ",4,4,
"₦3,000,000",per Year," It's located in Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦100,000",per Year," It's located in Ikorodu, Lagos State ",1,1,
"₦800,000",per Year," It's located in Obanikoro, Shomolu, Lagos State ",1,1,
"₦700,000",per Year," It's located in Oshodi/Isolo, Lagos State ",3,3,
"₦1,000,000",per Year," It's located in Obanikoro, Shomolu, Lagos State ",3,3,
"₦250,000",per Year, Bayelsa State ,,,
"₦60,000",per Year, Bayelsa State ,,,
"₦1,500,000",per Year," Gra, Michika, Adamawa State ",3,3,
"₦3,000,000",per Year," Gra, Michika, Adamawa State ",4,4,
"₦1,000,000",per Year," Gra, Michika, Adamawa State ",3,3,
"₦750,000",per Year," Gra, Michika, Adamawa State ",2,2,
"₦1,800,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦4,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦1,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦900,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦1,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦1,300,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦4,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦950,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦4,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",5,5,
"₦2,300,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦1,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦300,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",1,1,
"₦15,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",5,5,
"₦4,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦450,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦2,500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦3,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",,,
"₦1,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦7,000,000",per Year," Asokoro, Municipal Area Council, Federal Capital Territory State ",5,5,
"₦3,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",3,3,
"₦2,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦8,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",5,5,
"₦500,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",1,1,
"₦2,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",2,2,
"₦3,000,000",per Year," Abuja, Municipal Area Council, Federal Capital Territory State ",4,4,
"₦350,000",per Year," Uyo, Akwa Ibom State ",2,2,
"₦300,000",per Year," Uyo, Akwa Ibom State ",4,4,
"₦2,000,000",per Year," Uyo, Akwa Ibom State ",,,
,per Year," Eket, Akwa Ibom State ",,,
,per Year," Uyo, Akwa Ibom State ",5,5,
"₦2,000,000",per Year," Uyo, Akwa Ibom State ",,,
"₦2,500,000",per Year," Uyo, Akwa Ibom State ",4,4,
"₦2,500,000",per Year," Uyo, Akwa Ibom State ",4,4,
"₦150,000",per Year," Uyo, Akwa Ibom State ",1,1,
"₦2,000,000",per Year," Uyo, Akwa Ibom State ",5,5,
"₦200,000",per Year," Uyo, Akwa Ibom State ",1,1,
"₦4,500,000",per Year," Eket, Akwa Ibom State ",7,7,
"₦800,000",per Year," Bonny, Rivers State ",2,2,
"₦1,500,000",per Year," Port-Harcourt, Rivers State ",4,4,
"₦1,500,000",per Year," Obio/Akpor, Rivers State ",4,4,
"₦2,000,000",per Year," Port-Harcourt, Rivers State ",5,5,
"₦250,000",per Year," Port-Harcourt, Rivers State ",,,
"₦6,000,000",per Year," Port-Harcourt, Rivers State ",,,
"₦250,000",per Year," Port-Harcourt, Rivers State ",1,1,
"₦300,000",per Year," Port-Harcourt, Rivers State ",1,1,
"₦800,000",per Year," Port-Harcourt, Rivers State ",2,2,
"₦280,000",per Year," Port-Harcourt, Rivers State ",1,1,
"₦1,900,000",per Year," Port-Harcourt, Rivers State ",4,4,
"₦250,000",per Year," Port-Harcourt, Rivers State ",,,
"₦250,000",per Year," Obio/Akpor, Rivers State ",1,1,
"₦350,000",per Year," Obio/Akpor, Rivers State ",1,1,
"₦100,000",per Year," Obio/Akpor, Rivers State ",1,1,
"₦4,800,000",per Year," Port-Harcourt, Rivers State ",10,10,
"₦550,000",per Year," Port-Harcourt, Rivers State ",2,2,
"₦13,000,000",per Year," Port-Harcourt, Rivers State ",,,
"₦260,000",per Year," Obio/Akpor, Rivers State ",2,2,
"₦210,000",per Year," Obio/Akpor, Rivers State ",1,1,
"₦3,500,000",per Year," Port-Harcourt, Rivers State ",4,4,
"₦400,000",per Year," Port-Harcourt, Rivers State ",2,2,
,per Year," Port-Harcourt, Rivers State ",1,1,
"₦500,000",per Year, Rivers State ,3,3,
"₦200,000",per Year," Port-Harcourt, Rivers State ",1,1,
"₦2,800,000",per Year," Ogudu, Edu, Kwara State ",5,5,
"₦5,000,000",per Year," Ogudu, Edu, Kwara State ",4,4,
"₦6,500,000",per Year," Onikoyi, Asa, Kwara State ",4,4,
"₦1,500,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦750,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦600,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦700,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦1,500,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦600,000",per Year," Ogudu, Edu, Kwara State ",1,1,
"₦1,200,000",per Year," Ogudu, Edu, Kwara State ",2,2,
,per Year," Ogudu, Edu, Kwara State ",3,3,
"₦1,000,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦6,000,000",per Year," Onikoyi, Asa, Kwara State ",4,4,
"₦2,000,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦1,000,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦850,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦600,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦6,000,000",per Year," Onikoyi, Asa, Kwara State ",3,3,
"₦1,400,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦650,000",per Year," Ogudu, Edu, Kwara State ",3,3,
"₦3,000,000",per Year," Ogudu, Edu, Kwara State ",4,4,
"₦1,200,000",per Year," Ogudu, Edu, Kwara State ",2,2,
,per Year," Ogudu, Edu, Kwara State ",3,3,
"₦2,000,000",per Year," Ogudu, Edu, Kwara State ",4,4,
"₦900,000",per Year," Ogudu, Edu, Kwara State ",2,2,
"₦2,500,000",per Year," Kaura, Kaduna State ",3,3,
"₦1,200,000",per Year," Kaura, Kaduna State ",3,3,
"₦1,000,000",per Year," Kaura, Kaduna State ",2,2,
"₦1,300,000",per Year," Kaura, Kaduna State ",3,3,
"₦2,500,000",per Year," Kaura, Kaduna State ",4,4,
"₦3,000,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",3,3,
"₦3,000,000",per Year," Umuahia, Umuahia North, Abia State ",,,
"₦1,700,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",3,3,
"₦123,000",per Year," Umuahia, Umuahia North, Abia State ",,,
"₦3,000,000",per Year," Umuahia, Umuahia North, Abia State ",,,
"₦10,000,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
"₦1,200,000",per Year," Kaura, Kaduna State ",3,3,
"₦6,000,000",per Year," It's located in Onikoyi, Asa, Kwara State ",3,3,
"₦2,500,000",per Year," It's located in Ilupeju, Gbonyin, Ekiti State ",4,4,
"₦25,000",per Year," It's located in Lagos, Lagos Island, Lagos State ",,,
"₦1,000,000",per Year," Kaura, Kaduna State ",2,2,
"₦2,500,000",per Year," Kaura, Kaduna State ",4,4,
"₦1,200,000",per Year," Kaura, Kaduna State ",2,2,
"₦1,500,000",per Year," Kaura, Kaduna State ",3,3,
"₦8,500,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",,,
"₦6,500,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
"₦12,000,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
"₦650,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",1,1,
"₦1,700,000",per Year," Kaura, Kaduna State ",3,3,
"₦2,000,000",per Year," Kaura, Kaduna State ",4,4,
"₦1,600,000",per Year," Kaura, Kaduna State ",3,3,
"₦13,000,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
"₦14,000,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
"₦15,000,000",per Year," It's located in Banana Island, Eti Osa, Lagos State ",2,2,
"₦1,200,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",2,2,
"₦2,000,000",per Year," Mabushi, Zangon Kataf, Kaduna State ",3,3,
"₦2,500,000",per Year," Kaura, Kaduna State ",4,4,
,per Year," It's located in Banana Island, Eti Osa, Lagos State ",3,3,
,per Year," Onike, Lagos Mainland, Lagos State ",10,10,
"₦230,000",per Year," Ikorodu, Lagos State ",2,2,
"₦100,000",per Year," Ikorodu, Lagos State ",1,1,
"₦1,700,000",per Year," Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦2,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦7,000,000",per Year," Lagos, Lagos Island, Lagos State ",3,3,
"₦350,000",per Year," Ikorodu, Lagos State ",2,2,
"₦700,000",per Year," Ikorodu, Lagos State ",,,
"₦700,000",per Year," Ojo, Lagos State ",3,3,
"₦5,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦3,500,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦4,500,000",per Year," Victoria Island, Eti Osa, Lagos State ",3,3,
"₦4,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦2,500,000",per Year," Victoria Island, Eti Osa, Lagos State ",1,1,
"₦4,500,000",per Year," Lagos, Lagos Island, Lagos State ",3,3,
"₦1,300,000",per Year," Lekki, Ibeju Lekki, Lagos State ",2,2,
"₦4,500,000",per Year," Lekki, Ibeju Lekki, Lagos State ",3,3,
"₦7,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
"₦3,000,000",per Year," Lekki, Ibeju Lekki, Lagos State ",4,4,
