price,unit,location,bedrooms,baths,state
"400,000",per Year, ,0 bed,0 bath,
"1,500,000",per Year, ---- agidingbi ikeja lagos,0 bed,0 bath,
"2,500,000",per Year, ,0 bed,0 bath,
"1,300,000",per Year, ,3 bed, bath,
"1,000,000",per Year, ,3 bed,2 bath,
"700,000",per Year, ,2 bed,2 bath,
"1,700,000",per Year, ,3 bed,3 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"2,300,000",per Year, ,3 bed,2 bath,
"350,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,3 bed,4 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"850,000",per Year, ,3 bed,2 bath,
"800,000",per Year, ,3 bed,2 bath,
"1,000,000",per Year, ,4 bed,4 bath,
"800,000",per Year, ,3 bed,2 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,2 bath,
"1,100,000",per Year, ,3 bed,3 bath,
"13,000,000",per Year, ,4 bed,4 bath,
"3,300,000",per Year, ,4 bed,5 bath,
"900,000",per Year, ,3 bed,4 bath,
"6,500,000",per Year, ,3 bed,3 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"25,000,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"2,750,000",per Year, ,2 bed,2 bath,
"3,500,000",per Year, ,5 bed,5 bath,
"5,000,000",per Year, ,5 bed,5 bath,
"2,300,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"2,800,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,1 bed,1 bath,
"3,000,000",per Year, ,2 bed,2 bath,
"6,500,000",per Year, ,5 bed,5 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,5 bed,5 bath,
"2,800,000",per Year, ,3 bed,3 bath,
"2,800,000",per Year, ,2 bed,2 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"2,000,000",per Year, ,2 bed,2 bath,
"8,000,000",per Year, ,4 bed,4 bath,
"17,000,000",per Year, ,3 bed,4 bath,
"2,000,000",per Year, ,2 bed,3 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"650,000",per Year, ,2 bed,2 bath,
"750,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"12,000",per Year, ,0 bed,0 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"5,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,5 bed,5 bath,
"3,200,000",per Year, ,4 bed,4 bath,
"550,000",per Year, ,1 bed,1 bath,
"1,000,000",per Year, ,3 bed,3 bath,
"2,300,000",per Year, ,3 bed,4 bath,
"2,000,000",per Year, ,3 bed,4 bath,
"3,000,000",per Year, ,3 bed,4 bath,
"3,500,000",per Year, ,5 bed,5 bath,
"1,200,000",per Year, ,0 bed,0 bath,
"11,000,000",per Year, ,0 bed,0 bath,
"6,000,000",per Year, ,3 bed,3 bath,
"7,500,000",per Year, ,4 bed,4 bath,
"7,000,000",per Year, ,3 bed,3 bath,
"7,000,000",per Year, ,3 bed,3 bath,
"12,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,3 bed,3 bath,
"15,000,000",per Year, ,5 bed,5 bath,
"6,500,000",per Year, ,3 bed,3 bath,
"11,000,000",per Year, ,3 bed,3 bath,
"6,500,000",per Year, ,3 bed,3 bath,
"7,500,000",per Year, ,3 bed,3 bath,
"22,000,000",per Year, ,4 bed,4 bath,
"12,000,000",per Year, ahmadu bello way victoria island lagos,3 bed,3 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"5,000,000",per Year, ,3 bed,3 bath,
"6,000,000",per Year, ,3 bed,3 bath,
"7,500,000",per Year, ,4 bed,4 bath,
222,per Year, ,0 bed,0 bath,
"2,300,000",per Year, ,5 bed,5 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"1,400,000",per Year, ,3 bed,3 bath,
"1,100,000",per Year, ,2 bed,2 bath,
"500,000",per Year, ,1 bed,1 bath,
"800,000",per Year, ,1 bed,1 bath,
"600,000",per Year, ,1 bed,1 bath,
"700,000",per Year, ,1 bed,1 bath,
"3,600,000",per Year, ,4 bed,4 bath,
"1,500,000",per Year, ,2 bed,2 bath,
"2,500,000",per Year, ,5 bed,5 bath,
"700,000",per Year, ,2 bed,2 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"60,000",per Year, ,1 bed,1 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"6,000,000",per Year, ,4 bed,4 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,5 bed,5 bath,
"800,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,2 bed,2 bath,
"5,000,000",per Year, ,5 bed,5 bath,
"2,800,000",per Year, ,3 bed,4 bath,
"800,000",per Year, ,2 bed,2 bath,
"4,500,000",per Year, ,3 bed,3 bath,
"6,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"2,500,000",per Year, amodu ojikutu street saka tinubu victoria island lagos,2 bed,3 bath,
"1,600,000",per Year, ,3 bed,4 bath,
"2,200,000",per Year, ,2 bed,3 bath,
"1,500,000",per Year, ,0 bed,3 bath,
"1,500,000",per Year, ,2 bed,1 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"4,000,000",per Year, ,5 bed,5 bath,
"2,700,000",per Year, ,5 bed,5 bath,
"4,500,000",per Year, ,4 bed,0 bath,
"1,500,000",per Year, ,2 bed,2 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"8,500,000",per Year, ,5 bed,5 bath,
"800,000",per Year, ,3 bed,3 bath,
"1,100,000",per Year, ,3 bed,3 bath,
"350,000",per Year, ,3 bed,3 bath,
"7,000,000",per Year, ,5 bed,5 bath,
"8,000,000",per Year, ,0 bed,0 bath,
"3,500,000",per Year, ,0 bed,5 bath,
"500,000",per Year, ,0 bed,0 bath,
"1,300,000",per Year, ,4 bed,4 bath,
"1,200,000",per Year, ,3 bed,3 bath,
"15,000,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"3,200,000",per Year, ,3 bed,3 bath,
"8,000,000",per Year, ,4 bed,4 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"800,000",per Year, ,2 bed,2 bath,
"850,000",per Year, ,2 bed,2 bath,
"5,500,000",per Year, ,4 bed,4 bath,
"900,000",per Year, ,1 bed,1 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"1,200,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,4 bed,4 bath,
"7,000,000",per Year, ,2 bed,2 bath,
"7,000,000",per Year, ,3 bed,3 bath,
"1,000,000",per Year, ,1 bed,2 bath,
"16,000,000",per Year, ,4 bed,4 bath,
"1,500,000",per Year, ,0 bed,0 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"18,000,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,6 bed,6 bath,
"2,200,000",per Year, ,2 bed,2 bath,
"1,500,000",per Year, ,1 bed,1 bath,
"1,300,000",per Year, ,3 bed,3 bath,
"15,000,000",per Year, ,5 bed,0 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,300,000",per Year, ,5 bed,5 bath,
"40,000",per Year, ,0 bed,0 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,2 bed,2 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"6,500,000",per Year, ,4 bed,4 bath,
"15,000,000",per Year, ,3 bed,3 bath,
"18,000,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,4 bed,4 bath,
"2,000,000",per Year, ,1 bed,1 bath,
"7,200,000",per Year, ,3 bed,3 bath,
"5,000,000",per Year, ,3 bed,3 bath,
"80,000",per Year, ,0 bed,0 bath,
"5,500,000",per Year, ,5 bed,5 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"1,200,000",per Year, ,0 bed,0 bath,
"21,000,000",per Year, ,3 bed,3 bath,
"38,000",per Year, ,0 bed,0 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"7,000,000",per Year, ---- ikeja gra ikeja lagos,6 bed,6 bath,
"300,000",per Year, ,2 bed,0 bath,
"40,000",per Year, ,0 bed,0 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"5,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,3 bed,3 bath,
"4,200,000",per Year, ,4 bed,0 bath,
"22,000",per Year, ,1 bed,0 bath,
"1,300,000",per Year, ,1 bed,1 bath,
"1,700,000",per Year, ,4 bed,4 bath,
"4,500,000",per Year, ,3 bed,3 bath,
"550,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,0 bed,0 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"10,000,000",per Year, ,10 bed,0 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"2,200,000",per Year, ,2 bed,2 bath,
"6,000,000",per Year, ,5 bed,5 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"150,000",per Year, ,0 bed,0 bath,
"30,000",per Year, ,0 bed,0 bath,
"1,500,000",per Year, ,1 bed,1 bath,
"6,000,000",per Year, ,0 bed,0 bath,
"14,000,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,1 bed,2 bath,
"700,000",per Year, ,2 bed,2 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,5 bed,5 bath,
"8,000,000",per Year, ,4 bed,4 bath,
"5,500,000",per Year, ,5 bed,5 bath,
"2,800,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,3 bed,3 bath,
"8,000,000",per Year, ,4 bed,4 bath,
"5,500,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,2 bed,2 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"10,000,000",per Year, ,5 bed,5 bath,
"6,000,000",per Year, ,4 bed,4 bath,
"55,000",per Year, ,0 bed,0 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"1,200,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"1,000,000",per Year, ,2 bed,2 bath,
"850,000",per Year, ,3 bed,3 bath,
"7,000,000",per Year, ,4 bed,5 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"750,000",per Year, ,3 bed,3 bath,
"700,000",per Year, ,1 bed,1 bath,
"650,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,0 bed,0 bath,
"2,500,000",per Year, ,2 bed,2 bath,
"800,000",per Year, ,2 bed,2 bath,
"500,000",per Year, ,1 bed,1 bath,
"1,200,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,4 bed,4 bath,
"3,800,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,5 bed,5 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"3,200,000",per Year, ,3 bed,3 bath,
"10,000,000",per Year, ,5 bed,5 bath,
"8,000,000",per Year, ,3 bed,0 bath,
"4,000,000",per Year," alternate road oniru , victoria island lagos",0 bed,0 bath,
"3,000,000",per Year, ,0 bed,0 bath,
"650,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,4 bed,4 bath,
"300,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,2 bed,2 bath,
"1,200,000",per Year, ,2 bed,2 bath,
"1,100,000",per Year, ,2 bed,2 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"850,000",per Year, ,2 bed,2 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"7,812,500",per Year, maitama abuaj maitama abuja,2 bed,2 bath,
"2,100,000",per Year, ,4 bed,4 bath,
"400,000",per Year, , bed, bath,
"15,000,000",per Year, ,5 bed,5 bath,
"8,000,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"900,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,200,000",per Year, ,4 bed,5 bath,
"1,000,000",per Year, ,3 bed,2 bath,
"1,000,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"1,200,000",per Year, ,3 bed,2 bath,
"1,600,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,2 bed,2 bath,
"1,500,000",per Year, ,2 bed,2 bath,
"1,800,000",per Year, ,3 bed,2 bath,
"1,000,000",per Year, off ayinde akinmade lekki phase 1 lekki lagos,0 bed,0 bath,
"1,500,000",per Year, , bed, bath,
"1,500,000",per Year, ,4 bed,4 bath,
"700,000",per Year, ,3 bed,3 bath,
"3,000,000",per Year, ,5 bed,5 bath,
"1,400,000",per Year, ,3 bed,3 bath,
"100,000",per Year, ,1 bed,1 bath,
"1,000,000",per Year, ,3 bed,3 bath,
"500,000",per Year, ,3 bed,3 bath,
"5,500,000",per Year, ,5 bed,5 bath,
"500,000",per Year, ,2 bed,2 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"9,000,000",per Year, ,3 bed,3 bath,
"3,000,000",per Year, ,3 bed,3 bath,
"1,600,000",per Year, ,3 bed,3 bath,
"1,200,000",per Year, ,2 bed,2 bath,
"2,300,000",per Year, ,2 bed,2 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"1,300,000",per Year, ,3 bed,3 bath,
"650,000",per Year, ,3 bed,4 bath,
"500,000",per Year, ,2 bed,3 bath,
"500,000",per Year, ,2 bed,2 bath,
"150,000",per Year, ,1 bed,1 bath,
"160,000",per Year, ,1 bed,1 bath,
"250,000",per Year, ,1 bed,1 bath,
"400,000",per Year, ,2 bed,3 bath,
"300,000",per Year, ,1 bed,1 bath,
"700,000",per Year, ,2 bed,2 bath,
"570,000",per Year, ,2 bed,2 bath,
"2,500,000",per Year, ,3 bed,3 bath,
"1,200,000",per Year, ,3 bed,3 bath,
"1,300,000",per Year, ,1 bed,2 bath,
"2,300,000",per Year, ,3 bed,4 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"1,000,000",per Year, ,1 bed,1 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,5 bed,5 bath,
"5,500,000",per Year, ,4 bed,4 bath,
"1,600,000",per Year, ,0 bed,0 bath,
"1,200,000",per Year, ,1 bed,1 bath,
"3,500,000",per Year, ,5 bed,5 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,3 bed,3 bath,
"500,000",per Year, ,0 bed,0 bath,
"1,000,000",per Year, ,0 bed,0 bath,
"7,000,000",per Year, ,5 bed,5 bath,
"1,400,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,4 bed,4 bath,
"8,000,000",per Year, ,3 bed,4 bath,
"1,200,000",per Year, ,2 bed,2 bath,
"3,200,000",per Year, ,4 bed,4 bath,
"2,400,000",per Year, ,5 bed,5 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"2,300,000",per Year, ,3 bed,3 bath,
"9,000,000",per Year, ,0 bed,0 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"4,500,000",per Year, ,4 bed,0 bath,
"2,500,000",per Year, ,4 bed,4 bath,
"20,000",per Year, ,0 bed,0 bath,
"800,000",per Year, ,2 bed,2 bath,
"1,000,000",per Year, ,2 bed,2 bath,
"900,000",per Year, ,2 bed,2 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"10,000,000",per Year, ,0 bed,0 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"2,500,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,3 bed,4 bath,
"1,700,000",per Year, ,3 bed,2 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,5 bed,5 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"800,000",per Year, ,3 bed,3 bath,
"450,000",per Year, ,3 bed,3 bath,
"700,000",per Year, ,1 bed,1 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"8,000,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"600,000",per Year, ,2 bed,3 bath,
"1,600,000",per Year, ,3 bed,4 bath,
"1,800,000",per Year, ,2 bed,2 bath,
"1,200,000",per Year, ,4 bed,4 bath,
"420,000",per Year, ,2 bed,2 bath,
"1,200,000",per Year, ,1 bed,1 bath,
"550,000",per Year, ,1 bed,1 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"800,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"1,400,000",per Year, ,3 bed,3 bath,
"750,000",per Year, ,3 bed,3 bath,
"700,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"800,000",per Year, ,3 bed,3 bath,
"650,000",per Year, ,3 bed,3 bath,
"450,000",per Year, ,2 bed,2 bath,
"3,500,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,3 bed,4 bath,
"2,500,000",per Year, ,0 bed,0 bath,
"4,500,000",per Year, ,4 bed,5 bath,
"1,100,000",per Year, ,0 bed,0 bath,
"4,500,000",per Year, ,3 bed,4 bath,
"500,000",per Year, ,3 bed,3 bath,
"200,000",per Year, ,1 bed,2 bath,
"7,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"300,000",per Year, ,2 bed,2 bath,
"900,000",per Year, ,3 bed,3 bath,
"500,000",per Year, ,2 bed,2 bath,
"250,000",per Year, ,1 bed,1 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"5,000,000",per Year, ,3 bed,3 bath,
"7,500,000",per Year, ,4 bed,4 bath,
500,per Year, ,0 bed,0 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"2,800,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,0 bed,0 bath,
"3,200,000",per Year, ,0 bed,0 bath,
"2,800,000",per Year, ,0 bed,0 bath,
"70,000",per Year, ,0 bed,0 bath,
"9,000,000",per Year, ,3 bed,2 bath,
"16,000,000",per Year, ,4 bed,4 bath,
"800,000",per Year, ,3 bed,4 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"1,400,000",per Year, ,2 bed,3 bath,
"1,300,000",per Year, ,3 bed,3 bath,
"2,500,000",per Year, ,2 bed,2 bath,
"3,000,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,2 bed,2 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"1,300,000",per Year, ,2 bed,2 bath,
"650,000",per Year, ,1 bed,1 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"900,000",per Year, ,3 bed,3 bath,
"220,000",per Year, ,3 bed,3 bath,
"100,000",per Year, aleke adamo ikorodu ikorodu lagos,1 bed,1 bath,
"200,000",per Year, ,1 bed,2 bath,
"1,300,000",per Year, ,2 bed,3 bath,
"250,000",per Year, ,2 bed,2 bath,
"3,200,000",per Year, ,4 bed,5 bath,
"3,200,000",per Year, ,3 bed,4 bath,
"500,000",per Year, ,2 bed,2 bath,
"450,000",per Year, ,3 bed,3 bath,
"180,000",per Year, ,2 bed,2 bath,
"35,000",per Year, ,0 bed,0 bath,
"200,000",per Year, ,2 bed,3 bath,
"150,000",per Year, ,2 bed,2 bath,
"230,000",per Year, ,2 bed,3 bath,
"1,300,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"10,000,000",per Year, ,5 bed,5 bath,
"40,000,000",per Year, ,3 bed,4 bath,
"3,000,000",per Year, ,4 bed,4 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"500,000",per Year, ,1 bed,1 bath,
"350,000",per Year, ,3 bed,3 bath,
"200,000",per Year, ,3 bed,3 bath,
"400,000",per Year, ,3 bed,3 bath,
"600,000",per Year, ,2 bed,2 bath,
"700,000",per Year, ,2 bed,2 bath,
"15,000,000",per Year, ,7 bed,6 bath,
"2,500,000",per Year, ,3 bed,4 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"10,000,000",per Year, ,0 bed,0 bath,
"3,500,000",per Year, ,4 bed,5 bath,
"3,000,000",per Year, ,3 bed,4 bath,
"5,000,000",per Year, ,5 bed,6 bath,
"1,300,000",per Year, ,3 bed,3 bath,
"900,000",per Year, ,3 bed,3 bath,
"1,800,000",per Year, ,3 bed,3 bath,
"8,000,000",per Year, ,5 bed,5 bath,
"3,000,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,4 bath,
"350,000",per Year, ,1 bed,1 bath,
"3,500,000",per Year, ,4 bed,5 bath,
"1,700,000",per Year, ,3 bed,3 bath,
"2,000,000",per Year, ,2 bed,2 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,2 bed,2 bath,
"2,000,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,4 bed,5 bath,
"2,500,000",per Year, ,2 bed,1 bath,
"3,500,000",per Year, ,3 bed,2 bath,
"4,500,000",per Year, ,4 bed,4 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"2,500,000",per Year, ,4 bed,5 bath,
"1,300,000",per Year, ,2 bed,2 bath,
"550,000",per Year, ,2 bed,3 bath,
"300,000",per Year, ,1 bed,1 bath,
"5,500,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,5 bed,5 bath,
"600,000",per Year, ,2 bed,2 bath,
"250,000",per Year, ,1 bed,1 bath,
"1,000,000",per Year, ,3 bed,4 bath,
"550,000",per Year, ,2 bed,2 bath,
"420,000",per Year, ,1 bed,2 bath,
"1,000,000",per Year, ,2 bed,2 bath,
"750,000",per Year, ,3 bed,2 bath,
"350,000",per Year, ipodo toyin street ikeja lagos,0 bed,0 bath,
"1,800,000",per Year, ,2 bed,2 bath,
"400,000",per Year, ,3 bed,3 bath,
"1,500,000",per Year, ,3 bed,3 bath,
"5,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,4 bed,5 bath,
"1,100,000",per Year, ,2 bed,2 bath,
"1,100,000",per Year, ,3 bed,3 bath,
"4,000,000",per Year, ,4 bed,4 bath,
"3,500,000",per Year, ,4 bed,4 bath,
"3,000,000",per Year, ,3 bed,3 bath,
"800,000",per Year, ,3 bed,2 bath,
"550,000",per Year, ,3 bed,3 bath,
"30,000",per Year, ,0 bed,0 bath,
"850,000",per Year, ,2 bed,2 bath,
"400,000",per Year, ,1 bed,1 bath,
"600,000",per Year, ,3 bed,1 bath,
